X ; Y ; Vx ; Vy ;
0.560259 ; 0.093051 ; 0.024684 ; -0.216312 ;
0.016160 ; 0.370403 ; -0.139644 ; 0.167031 ;
0.018242 ; 0.438093 ; -0.044218 ; 0.213178 ;
0.118404 ; 0.954833 ; 0.120960 ; 0.181021 ;
0.560579 ; 0.998169 ; 0.125452 ; 0.177938 ;
0.055345 ; 0.864681 ; 0.014133 ; 0.217256 ;
0.415685 ; 0.363811 ; 0.212971 ; -0.045202 ;
0.660558 ; 0.137577 ; -0.140216 ; 0.166552 ;
0.327380 ; 0.036378 ; -0.149079 ; 0.158667 ;
0.409688 ; 0.083254 ; -0.105399 ; -0.190502 ;
0.629521 ; 0.056856 ; -0.019169 ; 0.216870 ;
0.975967 ; 0.224982 ; -0.086968 ; -0.199591 ;
0.009934 ; 0.259804 ; -0.091220 ; 0.197684 ;
0.095790 ; 0.865871 ; -0.166235 ; 0.140591 ;
0.408292 ; 0.152257 ; 0.076324 ; 0.203899 ;
0.604480 ; 0.280313 ; -0.114914 ; -0.184918 ;
0.242210 ; 0.417707 ; 0.095818 ; -0.195496 ;
0.521439 ; 0.530564 ; -0.026106 ; -0.216145 ;
0.898282 ; 0.044832 ; -0.111565 ; -0.186958 ;
0.348575 ; 0.907865 ; -0.020086 ; 0.216787 ;
0.482864 ; 0.081606 ; 0.005588 ; 0.217644 ;
0.801187 ; 0.999054 ; 0.104376 ; 0.191064 ;
0.468970 ; 0.014130 ; -0.172388 ; 0.132976 ;
0.571978 ; 0.377880 ; -0.033122 ; -0.215181 ;
0.203734 ; 0.770440 ; 0.171378 ; 0.134275 ;
0.658910 ; 0.921476 ; -0.066224 ; 0.207399 ;
0.497009 ; 0.349498 ; -0.143963 ; 0.163324 ;
0.651402 ; 0.751701 ; -0.111618 ; 0.186926 ;
0.108631 ; 0.075198 ; 0.161225 ; -0.146309 ;
0.397923 ; 0.801569 ; -0.202566 ; 0.079793 ;
0.028794 ; 0.475051 ; 0.195364 ; -0.096088 ;
0.199911 ; 0.006623 ; -0.103512 ; -0.191534 ;
0.352008 ; 0.784295 ; 0.156361 ; -0.151496 ;
0.924055 ; 0.121464 ; 0.058822 ; -0.209619 ;
0.244934 ; 0.074618 ; -0.143046 ; -0.164127 ;
0.761315 ; 0.161016 ; 0.089732 ; -0.198364 ;
0.257797 ; 0.008332 ; -0.082995 ; 0.201276 ;
0.101856 ; 0.466994 ; 0.075221 ; -0.204308 ;
0.229827 ; 0.216895 ; -0.037760 ; 0.214416 ;
0.596744 ; 0.399274 ; -0.085719 ; 0.200131 ;
0.288079 ; 0.305216 ; -0.074556 ; -0.204552 ;
0.090480 ; 0.652333 ; 0.211789 ; -0.050454 ;
0.440428 ; 0.480270 ; 0.095818 ; -0.195496 ;
0.310785 ; 0.196692 ; 0.177956 ; -0.125426 ;
0.261872 ; 0.805109 ; -0.083606 ; 0.201023 ;
0.362491 ; 0.845271 ; -0.063593 ; 0.208221 ;
0.175008 ; 0.077822 ; -0.116017 ; -0.184228 ;
0.171621 ; 0.444716 ; -0.161225 ; -0.146309 ;
0.647786 ; 0.335429 ; 0.020046 ; -0.216791 ;
0.965758 ; 0.692007 ; -0.166394 ; 0.140403 ;
0.291902 ; 0.982635 ; 0.137731 ; -0.168613 ;
0.998672 ; 0.575701 ; 0.196108 ; 0.094560 ;
0.413259 ; 0.545854 ; 0.163325 ; -0.143962 ;
0.115749 ; 0.442396 ; 0.135033 ; -0.170781 ;
0.856532 ; 0.052217 ; 0.076802 ; 0.203719 ;
0.495865 ; 0.688101 ; -0.062450 ; -0.208566 ;
0.482315 ; 0.033326 ; -0.093386 ; 0.196670 ;
0.986267 ; 0.074709 ; 0.120575 ; -0.181278 ;
0.937513 ; 0.154180 ; 0.214539 ; 0.037052 ;
0.830897 ; 0.671346 ; 0.200879 ; -0.083951 ;
0.465308 ; 0.467147 ; 0.022185 ; -0.216582 ;
0.383572 ; 0.420789 ; 0.132429 ; -0.172808 ;
0.528809 ; 0.290719 ; 0.017322 ; 0.217025 ;
0.566485 ; 0.330882 ; 0.056364 ; -0.210293 ;
0.247177 ; 0.713706 ; 0.153783 ; 0.154112 ;
0.311083 ; 0.290933 ; 0.105373 ; -0.190517 ;
0.702582 ; 0.723807 ; -0.081440 ; 0.201910 ;
0.114238 ; 0.513169 ; -0.172932 ; 0.132266 ;
0.382313 ; 0.961791 ; -0.040431 ; -0.213928 ;
0.547578 ; 0.599048 ; -0.161013 ; 0.146543 ;
0.169240 ; 0.100162 ; -0.151033 ; 0.156809 ;
0.763741 ; 0.230689 ; 0.054570 ; -0.210766 ;
0.313257 ; 0.847407 ; -0.180228 ; 0.122139 ;
0.212592 ; 0.487411 ; 0.140641 ; 0.166193 ;
0.561449 ; 0.576403 ; -0.055700 ; 0.210470 ;
0.486801 ; 0.786981 ; 0.029441 ; 0.215716 ;
0.339511 ; 0.578845 ; -0.197503 ; 0.091610 ;
0.480186 ; 0.451979 ; 0.049587 ; 0.211993 ;
0.339465 ; 0.943785 ; -0.053520 ; 0.211035 ;
0.225707 ; 0.901486 ; -0.194885 ; 0.097055 ;
0.672506 ; 0.061647 ; -0.064111 ; 0.208062 ;
0.309435 ; 0.467116 ; 0.157172 ; -0.150655 ;
0.618534 ; 0.753319 ; -0.088709 ; 0.198823 ;
0.010071 ; 0.834773 ; 0.034610 ; 0.214947 ;
0.946211 ; 0.023652 ; 0.044790 ; 0.213058 ;
0.032479 ; 0.110752 ; -0.169079 ; 0.137158 ;
0.432737 ; 0.440840 ; 0.045029 ; 0.213008 ;
0.084780 ; 0.513382 ; 0.065467 ; -0.207639 ;
0.432806 ; 0.139927 ; 0.022983 ; -0.216499 ;
0.299249 ; 0.689291 ; 0.099340 ; 0.193731 ;
0.200049 ; 0.451979 ; 0.105811 ; 0.190273 ;
0.497032 ; 0.654897 ; -0.046331 ; 0.212729 ;
0.760262 ; 0.157811 ; 0.105240 ; -0.190590 ;
0.296365 ; 0.362682 ; 0.005096 ; 0.217656 ;
0.067660 ; 0.367046 ; 0.111140 ; 0.187211 ;
0.064936 ; 0.892850 ; -0.135100 ; 0.170728 ;
0.180456 ; 0.021882 ; -0.166753 ; 0.139976 ;
0.465720 ; 0.269387 ; -0.074809 ; 0.204459 ;
0.854289 ; 0.026154 ; 0.174607 ; 0.130048 ;
0.693014 ; 0.901852 ; -0.088695 ; -0.198829 ;
0.118656 ; 0.999115 ; 0.069440 ; 0.206345 ;
0.946852 ; 0.651387 ; 0.101466 ; 0.192626 ;
0.647557 ; 0.654256 ; -0.092802 ; 0.196946 ;
0.716132 ; 0.522477 ; -0.011900 ; 0.217390 ;
0.367756 ; 0.803552 ; -0.214340 ; 0.038188 ;
0.178373 ; 0.979156 ; 0.041760 ; 0.213673 ;
0.425481 ; 0.985961 ; -0.004259 ; -0.217674 ;
0.293298 ; 0.886441 ; 0.045839 ; 0.212835 ;
0.207717 ; 0.721610 ; -0.181145 ; -0.120775 ;
0.702353 ; 0.076693 ; 0.098463 ; 0.194178 ;
0.491493 ; 0.390637 ; -0.137611 ; 0.168710 ;
0.491882 ; 0.541276 ; -0.072988 ; -0.205116 ;
0.244156 ; 0.737022 ; 0.095074 ; 0.195859 ;
0.142712 ; 0.246559 ; -0.001163 ; 0.217712 ;
0.341067 ; 0.997528 ; 0.114037 ; 0.185460 ;
0.158162 ; 0.575671 ; 0.073732 ; 0.204850 ;
0.754357 ; 0.655690 ; -0.098290 ; -0.194266 ;
0.606220 ; 0.394757 ; -0.011900 ; 0.217390 ;
0.072260 ; 0.820551 ; 0.201756 ; -0.081821 ;
0.660192 ; 0.744346 ; 0.058065 ; -0.209830 ;
0.020005 ; 0.230781 ; -0.098662 ; -0.194077 ;
0.150220 ; 0.155828 ; -0.204759 ; 0.073985 ;
0.030740 ; 0.883450 ; -0.000658 ; -0.217714 ;
0.695578 ; 0.592914 ; 0.160521 ; -0.147082 ;
0.635838 ; 0.287851 ; -0.208759 ; -0.061804 ;
0.288652 ; 0.017853 ; 0.211470 ; -0.051774 ;
0.556871 ; 0.344646 ; 0.075367 ; -0.204254 ;
0.072375 ; 0.583117 ; -0.099579 ; -0.193608 ;
0.116688 ; 0.849574 ; -0.118063 ; 0.182924 ;
0.656529 ; 0.447462 ; -0.121133 ; 0.180905 ;
0.062304 ; 0.622425 ; -0.211749 ; 0.050621 ;
0.354778 ; 0.217627 ; 0.049879 ; 0.211925 ;
0.181692 ; 0.260933 ; 0.062929 ; -0.208423 ;
0.103114 ; 0.014649 ; -0.083074 ; 0.201243 ;
0.283250 ; 0.519791 ; 0.170939 ; 0.134832 ;
0.254318 ; 0.165227 ; -0.142236 ; 0.164830 ;
0.416417 ; 0.314280 ; 0.074862 ; -0.204440 ;
0.140126 ; 0.518143 ; -0.159697 ; 0.147976 ;
0.464553 ; 0.349498 ; -0.151285 ; -0.156566 ;
0.257660 ; 0.385662 ; -0.065440 ; 0.207648 ;
0.662618 ; 0.374065 ; 0.217184 ; 0.015204 ;
0.127812 ; 0.110019 ; 0.008192 ; 0.217561 ;
0.220923 ; 0.059084 ; 0.101174 ; 0.192779 ;
0.994873 ; 0.254677 ; -0.088124 ; -0.199083 ;
0.262421 ; 0.502121 ; -0.121519 ; 0.180647 ;
0.385105 ; 0.420911 ; 0.154661 ; 0.153232 ;
0.954268 ; 0.355907 ; -0.090901 ; -0.197831 ;
0.220969 ; 0.689047 ; 0.020910 ; -0.216709 ;
0.090342 ; 0.582507 ; -0.014172 ; 0.217254 ;
0.329989 ; 0.685018 ; 0.096283 ; 0.195268 ;
0.873333 ; 0.832026 ; 0.145571 ; -0.161892 ;
0.259148 ; 0.271554 ; 0.058224 ; -0.209785 ;
0.917692 ; 0.446547 ; -0.206593 ; 0.068698 ;
0.448370 ; 0.864956 ; 0.004299 ; 0.217673 ;
0.601321 ; 0.089206 ; -0.070875 ; 0.205856 ;
0.990204 ; 0.376049 ; 0.093426 ; -0.196651 ;
0.243492 ; 0.997894 ; 0.202819 ; -0.079149 ;
0.525559 ; 0.776971 ; -0.194155 ; 0.098509 ;
0.973037 ; 0.864132 ; -0.055952 ; 0.210403 ;
0.332896 ; 0.292337 ; -0.129625 ; -0.174921 ;
0.020714 ; 0.337291 ; 0.116163 ; -0.184136 ;
0.051042 ; 0.215735 ; -0.108456 ; 0.188779 ;
0.693426 ; 0.153111 ; 0.099831 ; 0.193478 ;
0.832865 ; 0.351238 ; -0.049773 ; 0.211950 ;
0.572527 ; 0.887967 ; 0.191749 ; -0.103113 ;
0.315249 ; 0.079531 ; 0.081400 ; -0.201926 ;
0.387532 ; 0.337352 ; -0.196679 ; -0.093366 ;
0.097987 ; 0.049623 ; -0.193583 ; -0.099627 ;
0.424085 ; 0.520219 ; 0.068204 ; 0.206756 ;
0.250221 ; 0.495041 ; -0.103127 ; -0.191742 ;
0.237770 ; 0.307657 ; -0.027315 ; 0.215995 ;
0.157247 ; 0.175359 ; -0.161491 ; -0.146016 ;
0.850261 ; 0.676809 ; -0.057082 ; 0.210099 ;
0.925016 ; 0.942564 ; 0.139379 ; -0.167253 ;
0.735313 ; 0.589801 ; -0.174035 ; 0.130812 ;
0.019730 ; 0.932402 ; -0.097386 ; -0.194720 ;
0.711829 ; 0.497604 ; -0.026730 ; 0.216068 ;
0.438917 ; 0.380810 ; 0.114356 ; 0.185264 ;
0.614643 ; 0.469100 ; 0.201384 ; -0.082732 ;
0.951613 ; 0.065523 ; 0.019009 ; -0.216884 ;
0.655019 ; 0.944823 ; 0.113426 ; 0.185835 ;
0.265465 ; 0.372112 ; 0.080642 ; -0.202230 ;
0.365787 ; 0.115848 ; -0.089533 ; 0.198454 ;
0.399297 ; 0.985748 ; 0.208825 ; 0.061579 ;
0.214057 ; 0.927885 ; -0.049042 ; 0.212120 ;
0.692053 ; 0.207282 ; 0.216254 ; 0.025186 ;
0.699332 ; 0.709952 ; -0.070796 ; -0.205883 ;
0.932569 ; 0.894986 ; -0.104735 ; 0.190868 ;
0.371761 ; 0.428510 ; -0.150063 ; -0.157738 ;
0.371052 ; 0.030580 ; 0.019687 ; 0.216823 ;
0.281785 ; 0.566149 ; 0.186633 ; -0.112107 ;
0.747673 ; 0.911161 ; -0.082383 ; 0.201527 ;
0.714759 ; 0.625690 ; -0.083247 ; -0.201171 ;
0.572893 ; 0.964934 ; -0.111592 ; -0.186942 ;
0.370136 ; 0.258950 ; -0.162979 ; -0.144353 ;
0.617573 ; 0.193213 ; 0.190686 ; -0.105066 ;
0.397191 ; 0.020692 ; -0.163232 ; 0.144067 ;
0.012131 ; 0.236579 ; 0.084629 ; 0.200594 ;
0.476455 ; 0.747612 ; 0.144694 ; 0.162677 ;
0.832911 ; 0.066225 ; -0.023049 ; 0.216492 ;
0.355602 ; 0.562029 ; 0.017455 ; 0.217015 ;
0.822062 ; 0.300485 ; 0.136628 ; 0.169508 ;
0.084986 ; 0.501114 ; -0.033773 ; -0.215080 ;
0.538743 ; 0.146123 ; -0.099459 ; 0.193669 ;
0.454024 ; 0.770501 ; 0.118661 ; 0.182536 ;
0.257500 ; 0.964965 ; -0.018265 ; -0.216948 ;
0.542909 ; 0.623310 ; -0.058331 ; 0.209756 ;
0.336123 ; 0.464949 ; 0.042092 ; 0.213608 ;
0.489479 ; 0.864101 ; 0.195762 ; -0.095274 ;
0.456473 ; 0.516923 ; -0.196919 ; 0.092860 ;
0.171438 ; 0.977721 ; 0.154023 ; 0.153873 ;
0.900067 ; 0.595721 ; 0.210938 ; 0.053899 ;
0.606861 ; 0.883206 ; 0.100828 ; -0.192960 ;
0.523728 ; 0.846767 ; -0.133691 ; 0.171833 ;
0.199454 ; 0.312662 ; -0.034079 ; -0.215032 ;
0.027856 ; 0.777459 ; 0.217290 ; 0.013601 ;
0.000572 ; 0.815332 ; 0.190274 ; -0.105810 ;
0.991073 ; 0.573443 ; -0.079207 ; 0.202796 ;
0.535127 ; 0.386242 ; 0.033574 ; 0.215111 ;
0.288675 ; 0.040223 ; 0.144362 ; 0.162971 ;
0.167524 ; 0.720389 ; -0.144774 ; 0.162606 ;
0.015862 ; 0.169408 ; -0.092709 ; -0.196990 ;
0.254089 ; 0.091311 ; -0.033760 ; -0.215082 ;
0.945067 ; 0.330149 ; 0.185038 ; 0.114720 ;
0.341525 ; 0.855434 ; -0.029096 ; 0.215762 ;
0.873562 ; 0.085574 ; -0.205397 ; 0.072195 ;
0.472449 ; 0.580493 ; -0.095247 ; 0.195776 ;
0.618397 ; 0.634266 ; 0.043221 ; -0.213382 ;
0.479339 ; 0.799860 ; 0.120615 ; 0.181251 ;
0.096156 ; 0.876492 ; -0.148242 ; -0.159450 ;
0.139851 ; 0.391156 ; -0.077267 ; -0.203543 ;
0.236969 ; 0.105686 ; 0.076815 ; -0.203714 ;
0.175832 ; 0.580309 ; 0.174328 ; 0.130422 ;
0.024812 ; 0.325053 ; 0.049281 ; 0.212065 ;
0.346080 ; 0.570452 ; -0.136641 ; -0.169497 ;
0.371372 ; 0.188574 ; -0.171896 ; -0.133611 ;
0.765709 ; 0.795709 ; 0.125293 ; -0.178050 ;
0.415227 ; 0.567827 ; -0.104137 ; -0.191195 ;
0.272195 ; 0.800287 ; 0.046863 ; 0.212612 ;
0.947951 ; 0.743034 ; 0.037733 ; -0.214421 ;
0.755867 ; 0.742241 ; -0.073201 ; -0.205041 ;
0.680334 ; 0.219794 ; 0.016883 ; 0.217060 ;
0.818766 ; 0.522355 ; -0.198952 ; 0.088421 ;
0.841975 ; 0.170232 ; -0.131326 ; -0.173648 ;
0.966033 ; 0.538285 ; 0.199762 ; -0.086574 ;
0.471557 ; 0.499527 ; -0.186102 ; 0.112988 ;
0.555132 ; 0.063112 ; -0.089479 ; -0.198478 ;
0.422185 ; 0.537339 ; -0.208918 ; 0.061263 ;
0.033189 ; 0.249580 ; -0.107791 ; 0.189159 ;
0.299226 ; 0.354076 ; -0.086024 ; 0.200000 ;
0.788507 ; 0.758751 ; -0.159179 ; 0.148533 ;
0.979308 ; 0.702506 ; 0.112708 ; -0.186271 ;
0.345622 ; 0.014100 ; 0.034983 ; 0.214887 ;
0.349559 ; 0.584002 ; -0.170766 ; -0.135051 ;
0.243263 ; 0.080264 ; 0.187803 ; -0.110137 ;
0.406323 ; 0.439985 ; -0.055367 ; 0.210557 ;
0.876034 ; 0.167058 ; 0.094915 ; -0.195937 ;
0.808786 ; 0.968383 ; -0.029282 ; -0.215737 ;
0.493484 ; 0.758415 ; -0.098409 ; -0.194205 ;
0.445006 ; 0.564959 ; 0.086171 ; -0.199937 ;
0.995102 ; 0.366008 ; -0.011289 ; 0.217423 ;
0.939253 ; 0.389782 ; 0.178833 ; -0.124173 ;
0.467574 ; 0.908658 ; 0.042371 ; -0.213553 ;
0.086932 ; 0.058626 ; -0.186580 ; -0.112196 ;
0.699194 ; 0.715690 ; -0.080310 ; -0.202362 ;
0.988006 ; 0.959410 ; -0.004565 ; 0.217668 ;
0.721671 ; 0.156255 ; 0.133531 ; -0.171957 ;
0.240631 ; 0.193335 ; 0.199536 ; -0.087093 ;
0.426443 ; 0.893124 ; 0.214526 ; -0.037129 ;
0.675939 ; 0.141758 ; -0.193078 ; -0.100602 ;
0.209731 ; 0.761376 ; 0.175564 ; 0.128753 ;
0.210555 ; 0.657277 ; 0.032444 ; -0.215284 ;
0.236122 ; 0.272591 ; -0.146448 ; -0.161099 ;
0.242279 ; 0.880123 ; -0.189969 ; 0.106358 ;
0.110965 ; 0.743675 ; 0.047341 ; -0.212506 ;
0.415983 ; 0.679739 ; 0.005973 ; 0.217633 ;
0.331042 ; 0.050661 ; -0.208918 ; -0.061263 ;
0.296869 ; 0.721061 ; -0.151431 ; -0.156424 ;
0.189886 ; 0.007782 ; 0.213702 ; 0.041610 ;
0.719291 ; 0.155980 ; -0.056045 ; -0.210378 ;
0.276795 ; 0.371227 ; 0.179391 ; 0.123365 ;
0.159444 ; 0.939787 ; 0.120974 ; 0.181012 ;
0.639088 ; 0.468093 ; -0.179577 ; 0.123094 ;
0.346515 ; 0.772423 ; -0.056816 ; -0.210171 ;
0.120922 ; 0.450331 ; 0.205503 ; 0.071892 ;
0.024445 ; 0.664998 ; 0.146142 ; -0.161377 ;
0.678274 ; 0.173620 ; 0.014425 ; -0.217237 ;
0.202567 ; 0.131260 ; 0.210167 ; -0.056830 ;
0.111652 ; 0.701315 ; 0.105080 ; -0.190678 ;
0.683309 ; 0.003876 ; -0.093506 ; 0.196613 ;
0.023072 ; 0.433271 ; -0.138462 ; 0.168013 ;
0.987182 ; 0.875912 ; 0.026969 ; -0.216039 ;
0.416646 ; 0.859859 ; 0.128216 ; -0.175956 ;
0.569735 ; 0.167180 ; 0.120110 ; -0.181586 ;
0.299478 ; 0.940703 ; 0.102170 ; -0.192253 ;
0.987411 ; 0.815729 ; 0.200546 ; -0.084742 ;
0.091716 ; 0.108768 ; -0.059261 ; -0.209495 ;
0.941816 ; 0.594134 ; -0.099765 ; -0.193512 ;
